customer_id,first_name,last_name,email,phone_number,city,state,country,signup_date
937,Tyler,Brown,harringtontyler@george.com,519.780.8258,Aprilbury,Virginia,Austria,2024-09-29
938,Scott,Bowers,philipmathews@romero.org,(060)758-9054x18807,Kimberg,Oklahoma,Grenada,2024-06-26
939,Eric,Ramos,james53@yahoo.com,(021)459-2422x708,Claytontown,Massachusetts,Hong Kong,2024-11-11
940,Linda,Robinson,tjames@gmail.com,805-041-9162,West Jenniferhaven,Illinois,Antigua and Barbuda,2024-10-26
941,James,Lopez,michaelpruitt@wood-porter.com,302.642.2048,South Brenda,Hawaii,Samoa,2024-06-14
942,Jessica,Robinson,kbrown@gmail.com,+1-992-920-4113x21699,North Samuelborough,Minnesota,Croatia,2023-11-05
943,Derek,Johnson,matthew15@yahoo.com,+1-984-254-4186x5031,Newtonborough,Iowa,Comoros,2024-12-18
944,Nancy,Patterson,matthewlopez@webb-scott.com,149-923-0260,Cooperland,Georgia,Estonia,2024-02-12
945,Linda,Thomas,susan18@hotmail.com,+1-264-931-9940x113,West Amyfort,Washington,Kuwait,2024-10-10
946,Michael,Orr,qhoffman@robinson.net,001-722-544-4606,New Jessica,Rhode Island,Montserrat,2025-04-22
947,Erin,Walton,nicolemoore@roberts.net,910.704.1340,Myersburgh,Massachusetts,Korea,2023-11-12
948,Erika,Barrera,kimberly47@gmail.com,749-548-5594,Pattersonville,Oregon,Mexico,2024-04-04
949,Stephanie,Wu,ortegajustin@yahoo.com,(172)032-9476x15907,East Scottland,Nebraska,Burkina Faso,2025-05-15
950,Samuel,Brown,duartemeredith@griffith-blair.com,+1-544-867-0139x88227,Rubenview,North Dakota,Saint Vincent and the Grenadines,2025-04-27
951,Robert,Soto,jamie12@hotmail.com,001-891-938-3831x0549,South Angela,California,Belarus,2025-04-04
952,Tony,Perez,carl10@rose.com,(238)593-4328x4208,Alexisport,Maryland,Bosnia and Herzegovina,2024-12-05
953,Judy,Christensen,sharpbrianna@hotmail.com,(601)034-5973,Port Brentside,Nebraska,Mozambique,2024-07-13
954,Sonya,Gonzalez,jadams@yahoo.com,072-661-2350x807,Grayton,Pennsylvania,Mozambique,2023-12-07
955,Cheryl,Jones,cindy39@kim.com,+1-085-525-0830x71267,Nathanielshire,Minnesota,Fiji,2024-12-03
956,Renee,Doyle,pwebb@gmail.com,849-423-9536x64954,Lake Laura,Nevada,Serbia,2025-04-18
957,Robert,Campbell,deborah40@yahoo.com,620.010.2914x751,Port Justin,North Carolina,Turkmenistan,2024-01-30
958,Christopher,Wright,antonio23@hotmail.com,001-181-209-4779x576,North Deanhaven,South Carolina,Bulgaria,2024-07-26
959,Andrew,Tucker,lindsaymarshall@watson.biz,539-392-2140x884,Kathleenside,New York,Mayotte,2024-06-22
960,Shelia,Simmons,bbailey@stephens.com,840-001-4518,Port Debbiemouth,Idaho,Hungary,2024-08-18
961,Jacob,Bass,gcampbell@deleon.com,682.172.1678x36693,East Blake,Vermont,Saudi Arabia,2025-03-27
962,William,Figueroa,jennifer09@yahoo.com,001-491-840-1750x816,Armstrongside,Hawaii,Cameroon,2023-07-22
963,Kevin,Butler,brandonwilliams@gmail.com,356-746-4579x8872,North Jonathanstad,Idaho,New Zealand,2025-06-06
964,Chelsea,Mccormick,maxwellmark@gmail.com,284.499.7145x98742,Madelinehaven,Alabama,Georgia,2023-12-28
965,Sonya,Rubio,murphyrachel@gregory-hogan.biz,343.564.8815,New John,Iowa,Trinidad and Tobago,2024-11-24
966,Lauren,Kline,smartinez@hall.com,001-193-252-6218x42877,Odonnellburgh,Arkansas,El Salvador,2024-05-28
967,Paul,Owens,theresa92@gmail.com,+1-875-589-4320x2869,Phillipshaven,North Dakota,Cayman Islands,2025-05-09
968,Michael,Bentley,lauraanderson@hotmail.com,914.603.2724x90789,Jameston,Wyoming,Peru,2025-06-19
969,Shawn,Harrison,perezjanet@harris.com,(303)516-7220,North Katherine,Alabama,Morocco,2025-02-21
970,Jennifer,Bryant,yedwards@henry.com,390.051.6215,East Jeffreybury,New York,Uganda,2023-12-28
971,Kelsey,Hall,frank85@hotmail.com,001-913-860-4287x02811,New Michaelburgh,North Carolina,France,2023-07-16
972,Juan,Taylor,twebster@hotmail.com,(309)411-0825x8697,Annafurt,Connecticut,Thailand,2023-07-08
973,Heather,Jackson,william95@gmail.com,721-932-3025,Ramirezton,New Mexico,Pitcairn Islands,2023-08-24
974,Emily,Phillips,stewartandrew@rodgers.biz,(772)567-1645x13581,Weissstad,Alabama,Vietnam,2024-04-24
975,Briana,Ross,victoriajones@hotmail.com,5996898530,Kimhaven,Ohio,Belize,2024-03-19
976,Courtney,Scott,bstone@montgomery.biz,(487)937-7838,South Bonnieburgh,Arizona,Suriname,2025-02-24
977,David,Lara,santiagopaul@hotmail.com,(070)690-1143,Lake Christy,Virginia,Burundi,2025-05-05
978,Robert,Mendoza,tmeyers@hotmail.com,455.214.0685x10807,Lake Wesley,Georgia,Poland,2025-04-02
979,Scott,Jordan,seancharles@gmail.com,+1-751-621-9184x3509,West Whitneyside,Maine,Singapore,2024-05-27
980,Colleen,Thomas,pnguyen@yahoo.com,4301691064,West Johnberg,Iowa,Guyana,2024-05-08
981,Christopher,Moss,asavage@gmail.com,001-513-946-5629x4051,Johnsonmouth,Oregon,Kyrgyz Republic,2023-11-24
982,Joseph,Jones,sabrinastafford@hotmail.com,854.640.6868x167,Lauraberg,Indiana,Palestinian Territory,2025-05-01
983,Diana,Wheeler,tcook@howard-smith.com,1077672470,Langside,Michigan,Thailand,2024-11-06
984,Stephanie,Mills,morrislaura@hotmail.com,458.040.5067,Alvarezville,Texas,Pakistan,2024-12-06
985,Joseph,Benjamin,daringarcia@gmail.com,(483)618-0132,Fieldsberg,South Carolina,Egypt,2024-05-13
986,George,Steele,wilsoncynthia@gmail.com,001-036-112-9343x98907,East James,Iowa,Falkland Islands (Malvinas),2023-12-07
987,Kristi,Guzman,coxjennifer@yahoo.com,(405)608-6022x9286,Lopezstad,Pennsylvania,Italy,2024-10-26
988,William,Rogers,jon31@gmail.com,300.579.6607x351,Geraldland,Iowa,United States Minor Outlying Islands,2024-02-25
989,John,Casey,margaret57@yahoo.com,450-690-4095,Turnerland,Maryland,Congo,2025-03-07
990,James,Miller,james46@hotmail.com,(482)128-7380x164,Carrshire,Connecticut,Niger,2025-03-13
991,Michael,Lindsey,hernandezkimberly@gmail.com,(511)404-1817,South Christopher,New Jersey,Falkland Islands (Malvinas),2023-07-12
992,Carla,Steele,fowlerjackie@yahoo.com,001-135-964-4317x799,Melissabury,Florida,Bosnia and Herzegovina,2024-09-08
993,Joshua,Andrade,edwardmoyer@yahoo.com,407.422.6479,South Miguelshire,New Hampshire,Northern Mariana Islands,2025-01-15
994,Matthew,Ramos,michaelnguyen@ortiz.com,+1-510-209-0781,Howardchester,Iowa,Estonia,2023-10-22
995,Brandy,Nolan,gabriellavargas@hotmail.com,766-446-6917,Carlsonshire,New Mexico,New Zealand,2025-04-13
996,Andre,Conway,kyledickerson@rocha-montes.org,001-520-147-9982,West Danielchester,Virginia,Marshall Islands,2024-12-25
997,Cory,Bradley,bmoore@finley.com,107-527-7533,Brianstad,Wisconsin,Anguilla,2024-08-08
998,Amber,Huffman,chasemary@norris-burgess.info,+1-007-002-5295x2535,Lake Andreafurt,Texas,Madagascar,2023-06-29
999,Jason,Gardner,zcochran@yahoo.com,104-163-3511x61000,North Jacobbury,Mississippi,American Samoa,2024-01-29
1000,Karen,Wilson,burnettkathryn@yahoo.com,(120)547-8659,Lake Kaylafurt,Tennessee,Ecuador,2025-02-08
